tacq,bleaching(%),Tall,datalabel,opl0406avg,OPL_pk_fit (nm),t_pk,tau_b_fit
129,6.795053335940628,[ 20  42  60  95 129 147 184 301 391],DArep10,120.20998637591808,107.23377623049277,0.56,0.3149290778794235
130,7.3859645961991935,[130 151 177 293 397],DArep4,115.7613693960166,104.30350707352672,0.56,0.3677700269737615
132,6.920735162694959,[ 19  40  57  85 132 152 179 298 400],DArep9,116.31032931570364,106.30150346229817,0.5250000000000001,0.3317880571508516
133,6.916953662045529,[ 20  40  59  88 133 154 180 289 405],DArep8,120.44854954019743,111.28797411637596,0.6300000000000001,0.2863095084012448
135,6.944150972881652,[ 26  70  95 135 159 187 294 394],DArep1,131.4373801699351,120.76885687076988,0.5425000000000001,0.30136270526790987
137,6.859455204203174,[ 26  49  74  99 137 158 192 303 413],DArep2,114.4593695693867,106.37030652637819,0.5250000000000001,0.30670386888758944
147,6.704641610573652,[ 20  42  60  95 129 147 184 301 391],DArep10,115.73284988018078,104.99124788608516,0.5250000000000001,0.3211559985378494
149,6.757965176,[ 26  41  62  92 128 149 179 304 405],DArep7,119.93772002453437,111.12279008750733,0.595,0.3486114290688143
149,6.769872451231771,[ 20  43  63  91 127 149 191 296 420],DArep3,115.57100841431037,107.31955572097664,0.56,0.3070875869010943
150,6.818494560088366,[ 24  43  63  86 125 150 174 293 396],DArep6,123.98103190186453,112.9960145202457,0.595,0.3501536609954322
151,7.150912461713899,[130 151 177 293 397],DArep4,123.53776573474491,112.03667000947098,0.595,0.3315156776093041
152,6.8299590767688185,[ 19  40  57  85 132 152 179 298 400],DArep9,115.90176910643922,111.75272297516221,0.6300000000000001,0.25972280045267765
154,6.846846556007638,[ 20  40  59  88 133 154 180 289 405],DArep8,117.95163040371483,107.37711836943359,0.56,0.35410288896897724
158,6.809569555862434,[ 26  49  74  99 137 158 192 303 413],DArep2,113.7590774822483,104.70849761766452,0.5250000000000001,0.3550485288816594
159,6.919858943549707,[ 26  70  95 135 159 187 294 394],DArep1,127.97854477439017,119.70037083538618,0.56,0.30709813716808976
174,6.842367332,[ 24  43  63  86 125 150 174 293 396],DArep6,131.31350958665098,119.26569916807976,0.56,0.3440085062159918
177,7.078598609333353,[130 151 177 293 397],DArep4,110.95145482863327,100.05090651163042,0.5250000000000001,0.322837345
179,6.905551034256471,[ 19  40  57  85 132 152 179 298 400],DArep9,117.63092294259552,105.73487637516996,0.5250000000000001,0.2996229049690103
179,6.918754752817575,[ 26  41  62  92 128 149 179 304 405],DArep7,120.7551227714831,110.67314575189994,0.56,0.2558700925232601
180,6.897230352817692,[ 20  40  59  88 133 154 180 289 405],DArep8,112.752283725202,103.27287498315465,0.5250000000000001,0.35270632159610765
184,7.011341143809403,[ 20  42  60  95 129 147 184 301 391],DArep10,124.21100578857455,112.76978944233277,0.595,0.2932535364285168
187,6.975505891734381,[ 26  70  95 135 159 187 294 394],DArep1,126.72745812483831,116.371828417719,0.5250000000000001,0.35090568791493815
191,7.120191204066825,[ 20  43  63  91 127 149 191 296 420],DArep3,120.42249388047661,110.92143437837079,0.595,0.259871353455294
192,7.0154260666746335,[ 26  49  74  99 137 158 192 303 413],DArep2,116.66196479134992,107.60111831641146,0.56,0.3101892805312981
289,7.731025516658449,[ 20  40  59  88 133 154 180 289 405],DArep8,137.9129382,126.9632045172528,0.6300000000000001,0.1666342349156611
293,7.765372302607061,[ 24  43  63  86 125 150 174 293 396],DArep6,141.16985303936735,126.54928608386115,0.665,0.1693985887644541
293,7.784783167609734,[130 151 177 293 397],DArep4,123.4165317402721,113.68579065382292,0.56,0.2358452231505366
294,7.734012405175244,[ 26  70  95 135 159 187 294 394],DArep1,131.56002561196297,120.87250000722852,0.5250000000000001,0.22497761232660052
296,7.748127859756155,[ 20  43  63  91 127 149 191 296 420],DArep3,126.79731429525464,115.86635910946052,0.56,0.18376309225373272
298,7.773371421904613,[ 19  40  57  85 132 152 179 298 400],DArep9,128.2578100159631,117.3892470593358,0.595,0.199400805
301,7.779536914974754,[ 20  42  60  95 129 147 184 301 391],DArep10,130.9932533380273,118.55512261418724,0.595,0.1665593395361217
303,7.756941527481122,[ 26  49  74  99 137 158 192 303 413],DArep2,131.58677276588503,119.88578614832741,0.56,0.22684851591231753
304,7.796450512257723,[ 26  41  62  92 128 149 179 304 405],DArep7,135.82783491326614,124.96264647784407,0.6300000000000001,0.1710647004285907
391,7.811940091113985,[ 20  42  60  95 129 147 184 301 391],DArep10,131.9902682067733,121.37005478689738,0.595,0.1670252709564784
394,7.832900132249708,[ 26  70  95 135 159 187 294 394],DArep1,127.49967142685742,117.63982653398529,0.5250000000000001,0.2274109684304849
396,7.846233194903039,[ 24  43  63  86 125 150 174 293 396],DArep6,136.59171102340804,125.05204077347705,0.6300000000000001,0.20296613303549585
397,7.851930145312425,[130 151 177 293 397],DArep4,133.86866499775624,118.1869889726176,0.595,0.1843430046876925
400,7.844993341892527,[ 19  40  57  85 132 152 179 298 400],DArep9,133.08175301193452,122.63922153759678,0.6300000000000001,0.1707138394140896
405,7.846332314448795,[ 26  41  62  92 128 149 179 304 405],DArep7,133.6069981894562,122.15221334881599,0.6300000000000001,0.15582254558436195
405,7.871615945098574,[ 20  40  59  88 133 154 180 289 405],DArep8,134.48004868488272,124.89034943080192,0.665,0.1309830171737884
413,7.861925645789666,[ 26  49  74  99 137 158 192 303 413],DArep2,125.2397149174888,112.85545945277336,0.6300000000000001,0.176833822
420,7.889633756421392,[ 20  43  63  91 127 149 191 296 420],DArep3,130.08850894359392,119.65258919244243,0.56,0.1985825989346996
